GT	type	size	error	etype	correct.bkpt	sample
het	INS	258	3	location/seq	TRUE	s0
hom	INS	221	6	location/seq	TRUE	s0
het	INS	55	8	location/seq	TRUE	s0
het	INS	231	7	location/seq	FALSE	s0
hom	INS	61	7	location/seq	TRUE	s0
hom	INS	62	9	location/seq	TRUE	s0
het	INS	55	11	location/seq	FALSE	s0
het	INS	99	9	location/seq	FALSE	s0
hom	INS	65	6	location/seq	TRUE	s0
hom	INS	217	9	location/seq	TRUE	s0
hom	INS	197	5	location/seq	FALSE	s0
het	INS	72	6	location/seq	TRUE	s0
hom	INS	167	10	location/seq	TRUE	s0
het	INS	185	11	location/seq	TRUE	s0
het	INS	1466	3	location/seq	TRUE	s0
hom	INS	65	2	location/seq	TRUE	s0
hom	INS	127	11	location/seq	TRUE	s0
hom	INS	209	11	location/seq	TRUE	s0
hom	INS	89	9	location/seq	TRUE	s0
het	INS	117	12	location/seq	FALSE	s0
hom	INS	229	6	location/seq	TRUE	s0
het	INS	317	10	location/seq	FALSE	s0
het	INS	506	2	location/seq	TRUE	s0
het	INS	1981	3	location/seq	TRUE	s0
hom	INS	91	7	location/seq	TRUE	s0
het	INS	210	5	location/seq	TRUE	s0
het	INS	262	6	location/seq	TRUE	s0
hom	INS	55	7	location/seq	TRUE	s0
het	INS	61	7	location/seq	TRUE	s0
het	INS	873	8	location/seq	TRUE	s0
het	INS	65	10	location/seq	TRUE	s0
hom	INS	322	10	location/seq	TRUE	s0
hom	INS	53	10	location/seq	TRUE	s0
het	INS	687	6	location/seq	TRUE	s0
hom	INS	64	10	location/seq	TRUE	s0
het	INS	173	9	location/seq	TRUE	s0
het	INS	148	4	location/seq	TRUE	s0
het	INS	429	11	location/seq	TRUE	s0
het	INS	364	8	location/seq	TRUE	s0
het	INS	59	4	location/seq	TRUE	s0
hom	INS	70	9	location/seq	TRUE	s0
hom	INS	333	3	location/seq	TRUE	s0
het	INS	321	10	location/seq	TRUE	s0
hom	INS	679	5	location/seq	TRUE	s0
hom	INS	456	7	location/seq	TRUE	s0
hom	INS	105	2	location/seq	TRUE	s0
hom	INS	137	8	location/seq	TRUE	s0
het	INS	952	4	location/seq	TRUE	s0
hom	INS	57	7	location/seq	TRUE	s0
het	INS	114	5	location/seq	TRUE	s0
hom	INS	2666	9	location/seq	TRUE	s0
het	INS	1747	11	location/seq	TRUE	s0
hom	INS	78	2	location/seq	TRUE	s0
het	INS	212	7	location/seq	TRUE	s0
het	INS	667	10	location/seq	TRUE	s0
het	INS	110	2	location/seq	TRUE	s0
hom	INS	328	9	location/seq	TRUE	s0
het	INS	120	2	location/seq	TRUE	s0
hom	INS	194	6	location/seq	TRUE	s0
het	DEL	97	4	start	FALSE	s0
het	DEL	121	8	both	FALSE	s0
het	DEL	328	5	start	TRUE	s0
hom	DEL	321	8	both	FALSE	s0
het	DEL	113	8	both	FALSE	s0
het	DEL	2057	6	start	TRUE	s0
het	DEL	78	3	both	FALSE	s0
hom	DEL	571	5	start	FALSE	s0
het	DEL	247	4	both	FALSE	s0
het	DEL	278	4	both	FALSE	s0
het	DEL	121	2	start	TRUE	s0
hom	DEL	93	7	both	FALSE	s0
het	DEL	91	5	start	TRUE	s0
hom	DEL	128	10	start	TRUE	s0
hom	DEL	106	1	start	TRUE	s0
hom	DEL	65	7	start	TRUE	s0
het	DEL	75	2	start	TRUE	s0
het	DEL	64	4	start	TRUE	s0
het	DEL	221	8	both	FALSE	s0
het	DEL	2362	1	start	TRUE	s0
hom	DEL	334	7	both	FALSE	s0
het	DEL	353	7	both	FALSE	s0
het	DEL	78	8	both	FALSE	s0
het	DEL	74	10	both	FALSE	s0
hom	DEL	131	5	start	TRUE	s0
hom	DEL	901	3	start	TRUE	s0
hom	DEL	890	4	start	TRUE	s0
hom	DEL	337	3	both	TRUE	s0
hom	DEL	322	7	both	FALSE	s0
het	DEL	311	3	start	FALSE	s0
hom	DEL	60	8	both	FALSE	s0
hom	DEL	103	3	both	TRUE	s0
het	DEL	96	2	both	FALSE	s0
het	DEL	84	3	both	FALSE	s0
hom	DEL	67	10	start	FALSE	s0
het	DEL	507	8	start	TRUE	s0
het	DEL	67	1	both	TRUE	s0
hom	DEL	1898	1	start	TRUE	s0
hom	DEL	4131	10	start	TRUE	s0
het	DEL	85	4	start	TRUE	s0
hom	DEL	166	3	start	TRUE	s0
het	DEL	82	8	start	TRUE	s0
het	DEL	326	9	both	FALSE	s0
het	DEL	124	4	both	FALSE	s0
hom	DEL	59	7	both	FALSE	s0
het	DEL	161	7	start	TRUE	s0
het	DEL	53	2	start	TRUE	s0
hom	DEL	206	7	both	FALSE	s0
hom	DEL	106	1	both	TRUE	s0
hom	DEL	51	9	start	FALSE	s0
het	DEL	138	7	start	FALSE	s0
hom	DEL	172	3	start	TRUE	s0
hom	DEL	298	8	start	TRUE	s0
hom	DEL	128	9	start	FALSE	s0
het	DEL	87	10	start	TRUE	s0
het	DEL	287	2	start	TRUE	s0
het	DEL	61	5	both	FALSE	s0
hom	DEL	105	4	start	FALSE	s0
het	DEL	53	8	both	FALSE	s0
hom	DEL	156	4	both	FALSE	s0
hom	DEL	702	8	start	TRUE	s0
het	DEL	79	7	start	TRUE	s0
het	DEL	174	3	start	FALSE	s0
het	DEL	51	10	start	TRUE	s0
hom	DEL	3417	4	start	TRUE	s0
het	DEL	63	1	both	FALSE	s0
hom	DEL	101	5	start	TRUE	s0
hom	DEL	59	8	both	FALSE	s0
hom	DEL	88	5	both	FALSE	s0
hom	DEL	79	5	both	FALSE	s0
het	DEL	128	10	start	TRUE	s0
hom	DEL	126	4	both	TRUE	s0
hom	DEL	177	5	start	TRUE	s0
hom	DEL	58	5	start	TRUE	s0
het	DEL	79	9	start	TRUE	s0
het	DEL	120	3	start	TRUE	s0
hom	DEL	269	7	start	TRUE	s0
het	DEL	94	4	both	FALSE	s0
het	DEL	325	10	start	TRUE	s0
hom	DEL	74	8	start	FALSE	s0
het	DEL	58	10	both	FALSE	s0
hom	DEL	169	1	both	TRUE	s0
het	DEL	69	2	start	TRUE	s0
hom	DEL	71	9	start	TRUE	s0
hom	DEL	53	10	both	FALSE	s0
het	DEL	331	4	start	TRUE	s0
het	DEL	134	8	both	FALSE	s0
hom	DEL	83	9	start	FALSE	s0
hom	DEL	67	7	both	FALSE	s0
het	DEL	1753	10	both	FALSE	s0
het	DEL	3807	3	both	FALSE	s0
het	DEL	314	5	both	FALSE	s0
hom	DEL	310	3	both	FALSE	s0
het	DEL	330	5	both	FALSE	s0
hom	DEL	330	9	both	FALSE	s0
hom	DEL	80	8	start	TRUE	s0
het	DEL	138	9	start	FALSE	s0
het	DEL	63	9	both	FALSE	s0
het	DEL	103	9	start	TRUE	s0
hom	DEL	121	10	both	FALSE	s0
hom	DEL	57	9	start	FALSE	s0
hom	DEL	87	10	both	FALSE	s0
hom	DEL	53	1	both	TRUE	s0
hom	DEL	55	5	both	FALSE	s0
hom	DEL	82	9	both	FALSE	s0
het	DEL	53	6	both	FALSE	s0
het	DEL	79	4	start	FALSE	s0
hom	DEL	449	6	both	FALSE	s0
hom	DEL	65	6	both	FALSE	s0
het	DEL	83	9	both	FALSE	s0
het	DEL	406	5	start	FALSE	s0
het	DEL	51	8	both	FALSE	s0
het	DEL	56	1	start	TRUE	s0
hom	DEL	51	9	start	TRUE	s0
hom	DEL	264	8	both	FALSE	s0
het	DEL	208	10	both	FALSE	s0
hom	DEL	322	8	both	FALSE	s0
hom	DEL	812	8	both	FALSE	s0
hom	DEL	595	6	start	TRUE	s0
hom	DEL	59	9	both	FALSE	s0
hom	DEL	53	5	start	TRUE	s0
hom	DEL	318	5	both	FALSE	s0
hom	DEL	181	6	both	FALSE	s0
hom	DEL	68	10	start	TRUE	s0
het	DEL	136	9	start	FALSE	s0
het	DEL	93	1	both	FALSE	s0
het	DEL	277	7	both	FALSE	s0
hom	DEL	516	9	start	TRUE	s0
hom	DEL	750	3	start	TRUE	s0
hom	DEL	58	6	both	FALSE	s0
het	DEL	146	3	both	FALSE	s0
het	DEL	2579	10	start	TRUE	s0
hom	DEL	74	8	both	FALSE	s0
hom	DEL	147	4	both	FALSE	s0
hom	DEL	65	8	start	TRUE	s0
het	DEL	172	6	start	TRUE	s0
het	DEL	76	6	both	FALSE	s0
hom	DEL	98	4	start	TRUE	s0
hom	DEL	1433	10	start	TRUE	s0
hom	DEL	59	8	both	FALSE	s0
hom	DEL	63	1	start	TRUE	s0
het	DEL	85	7	both	FALSE	s0
hom	DEL	332	5	both	TRUE	s0
hom	DEL	104	1	start	TRUE	s0
hom	DEL	176	9	both	FALSE	s0
het	DEL	62	5	both	FALSE	s0
het	DEL	61	1	both	FALSE	s0
hom	DEL	57	2	start	TRUE	s0
hom	DEL	139	6	start	TRUE	s0
het	DEL	305	6	both	FALSE	s0
hom	DEL	64	7	start	TRUE	s0
het	DEL	60	9	start	FALSE	s0
hom	DEL	1562	3	start	TRUE	s0
hom	DEL	205	10	start	FALSE	s0
hom	DEL	57	7	both	FALSE	s0
hom	DEL	325	9	start	TRUE	s0
het	DEL	328	9	start	TRUE	s0
hom	DEL	329	8	start	TRUE	s0
het	DEL	85	3	both	FALSE	s0
het	DEL	322	7	start	FALSE	s0
het	DEL	220	6	both	FALSE	s0
hom	DEL	172	2	both	TRUE	s0
hom	DEL	4696	5	start	TRUE	s0
het	DEL	12178	1	both	TRUE	s0
hom	DEL	380	3	both	TRUE	s0
het	DEL	4902	4	both	FALSE	s0
het	DEL	74	6	start	TRUE	s0
het	DEL	84	4	start	TRUE	s0
hom	DEL	1263	10	both	FALSE	s0
hom	DEL	76	2	start	TRUE	s0
hom	DEL	811	8	both	FALSE	s0
hom	DEL	424	10	start	TRUE	s0
het	DEL	77	4	start	FALSE	s0
hom	DEL	82	5	start	TRUE	s0
het	DEL	305	5	both	FALSE	s0
hom	DEL	101	9	both	FALSE	s0
hom	DEL	58	5	start	TRUE	s0
het	DEL	4723	3	start	TRUE	s0
het	DEL	320	3	both	FALSE	s0
hom	DEL	292	4	start	TRUE	s0
hom	DEL	1559	5	both	FALSE	s0
hom	DEL	366	2	start	FALSE	s0
het	DEL	167	10	both	FALSE	s0
hom	DEL	315	3	start	TRUE	s0
hom	DEL	117	3	both	TRUE	s0
hom	DEL	298	4	start	TRUE	s0
het	DEL	327	5	both	FALSE	s0
hom	DEL	1570	2	both	TRUE	s0
het	DEL	106	3	both	FALSE	s0
hom	DEL	140	6	both	FALSE	s0
het	DEL	55	8	both	FALSE	s0
het	DEL	59	1	both	FALSE	s0
het	DEL	160	6	start	TRUE	s0
hom	DEL	96	2	start	TRUE	s0
hom	DEL	60	4	both	FALSE	s0
het	DEL	163	5	both	FALSE	s0
het	DEL	75	7	start	TRUE	s0
hom	DEL	2767	2	start	TRUE	s0
het	DEL	988	2	start	TRUE	s0
hom	DEL	577	2	start	TRUE	s0
het	DEL	73	4	start	TRUE	s0
hom	DEL	2120	3	both	TRUE	s0
het	DEL	361	3	start	TRUE	s0
hom	DEL	64	2	both	TRUE	s0
hom	DEL	216	2	both	TRUE	s0
het	DEL	279	5	start	TRUE	s0
hom	DEL	267	10	start	TRUE	s0
hom	DEL	210	4	start	TRUE	s0
het	DEL	116	3	start	TRUE	s0
het	DEL	121	5	start	FALSE	s0
hom	DEL	339	5	both	TRUE	s0
hom	DEL	72	7	both	FALSE	s0
hom	DEL	312	3	both	FALSE	s0
het	DEL	354	7	start	TRUE	s0
het	DEL	73	8	start	TRUE	s0
het	DEL	67	4	both	FALSE	s0
hom	DEL	322	3	both	FALSE	s0
het	DEL	397	4	both	FALSE	s0
het	DEL	70	5	both	FALSE	s0
hom	DEL	57	2	start	TRUE	s0
het	DEL	163	9	start	TRUE	s0
het	DEL	85	2	both	FALSE	s0
hom	DEL	90	2	both	FALSE	s0
hom	DEL	102	8	start	TRUE	s0
het	DEL	321	3	both	FALSE	s0
hom	DEL	68	8	both	FALSE	s0
hom	DEL	99	5	start	TRUE	s0
hom	DEL	51	2	start	TRUE	s0
het	DEL	159	3	start	TRUE	s0
het	DEL	308	3	both	TRUE	s0
hom	DEL	836	1	start	TRUE	s0
hom	DEL	121	5	both	FALSE	s0
hom	DEL	52	2	start	TRUE	s0
hom	DEL	54	4	both	FALSE	s0
hom	DEL	252	6	start	FALSE	s0
het	DEL	95	1	start	FALSE	s0
het	DEL	89	9	both	FALSE	s0
het	DEL	54	5	both	FALSE	s0
hom	DEL	91	2	both	FALSE	s0
hom	DEL	63	6	start	TRUE	s0
hom	DEL	51	8	start	TRUE	s0
het	DEL	221	4	start	TRUE	s0
het	DEL	105	10	both	FALSE	s0
het	DEL	118	8	start	TRUE	s0
het	DEL	290	9	start	FALSE	s0
het	DEL	70	4	start	TRUE	s0
hom	DEL	68	4	start	TRUE	s0
hom	DEL	202	10	start	TRUE	s0
hom	DEL	64	3	both	FALSE	s0
hom	DEL	141	2	start	TRUE	s0
hom	DEL	3819	9	both	FALSE	s0
het	DEL	130	2	both	TRUE	s0
het	DEL	322	2	both	TRUE	s0
hom	DEL	2473	8	both	FALSE	s0
hom	DEL	54	10	both	FALSE	s0
het	DEL	64	5	both	FALSE	s0
het	DEL	297	8	start	TRUE	s0
hom	DEL	259	6	both	FALSE	s0
hom	DEL	316	3	both	FALSE	s0
hom	DEL	58	8	both	FALSE	s0
het	DEL	87	8	start	TRUE	s0
hom	DEL	319	9	both	FALSE	s0
hom	DEL	87	5	both	FALSE	s0
hom	DEL	71	3	both	TRUE	s0
hom	DEL	767	6	start	TRUE	s0
het	DEL	62	1	start	FALSE	s0
het	DEL	8499	6	start	FALSE	s0
het	DEL	51	3	start	TRUE	s0
hom	DEL	60	7	both	FALSE	s0
hom	DEL	79	1	start	TRUE	s0
hom	DEL	1229	8	both	FALSE	s0
het	DEL	53	10	both	FALSE	s0
hom	DEL	94	2	both	TRUE	s0
het	DEL	4510	6	start	TRUE	s0
hom	DEL	83	7	start	TRUE	s0
hom	DEL	329	1	both	TRUE	s0
het	DEL	174	1	both	FALSE	s0
hom	DEL	2754	1	start	TRUE	s0
hom	DEL	306	5	both	FALSE	s0
hom	DEL	336	9	start	TRUE	s0
het	DEL	84	7	both	FALSE	s0
hom	DEL	68	1	start	TRUE	s0
het	DEL	99	2	both	FALSE	s0
hom	DEL	57	10	start	TRUE	s0
hom	DEL	53	7	start	TRUE	s0
het	DEL	62	3	start	FALSE	s0
hom	DEL	109	1	start	TRUE	s0
het	DEL	76	10	start	TRUE	s0
het	DEL	331	7	start	TRUE	s0
hom	DEL	262	3	both	FALSE	s0
hom	DEL	68	2	start	TRUE	s0
het	DEL	57	2	both	TRUE	s0
hom	DEL	63	5	both	FALSE	s0
hom	DEL	385	5	start	TRUE	s0
het	DEL	47409	8	both	FALSE	s0
het	DEL	261	6	start	TRUE	s0
hom	DEL	281	4	both	FALSE	s0
hom	DEL	80	4	both	FALSE	s0
het	DEL	328	9	both	FALSE	s0
hom	DEL	113	7	start	FALSE	s0
hom	DEL	298	8	start	TRUE	s0
het	DEL	3265	7	both	FALSE	s0
hom	DEL	69	4	both	FALSE	s0
het	DEL	58	2	start	TRUE	s0
hom	DEL	312	2	start	TRUE	s0
het	DEL	570	5	both	FALSE	s0
het	DEL	301	2	both	FALSE	s0
hom	DEL	53	9	start	TRUE	s0
het	DEL	83	8	both	FALSE	s0
het	DEL	89	7	both	FALSE	s0
hom	DEL	3197	10	start	FALSE	s0
hom	DEL	199	6	both	FALSE	s0
hom	DEL	2252	5	start	FALSE	s0
hom	DEL	531	3	both	TRUE	s0
hom	DEL	233	9	both	FALSE	s0
hom	DEL	59	4	both	TRUE	s0
het	DEL	179	4	both	FALSE	s0
hom	DEL	100	7	start	TRUE	s0
het	DEL	226	4	start	TRUE	s0
het	DEL	2801	4	start	TRUE	s0
het	DEL	330	7	start	TRUE	s0
hom	DEL	169	6	start	TRUE	s0
hom	DEL	61	3	both	FALSE	s0
hom	DEL	308	2	both	TRUE	s0
hom	DEL	320	1	start	FALSE	s0
hom	DEL	126	7	both	FALSE	s0
het	DEL	92	5	start	TRUE	s0
het	DEL	93	7	start	TRUE	s0
het	DEL	354	10	start	TRUE	s0
het	DEL	406	8	start	TRUE	s0
het	DEL	67	10	both	FALSE	s0
hom	DEL	34456	4	both	FALSE	s0
hom	DEL	103	8	start	TRUE	s0
het	DEL	187	3	start	TRUE	s0
het	DEL	58	5	both	FALSE	s0
het	DEL	1024	6	both	FALSE	s0
het	DEL	96	9	start	TRUE	s0
het	DEL	161	3	both	FALSE	s0
hom	DEL	122	9	both	FALSE	s0
hom	DEL	128	7	start	TRUE	s0
hom	DEL	69	9	both	FALSE	s0
het	DEL	303	1	start	TRUE	s0
hom	DEL	155	8	both	FALSE	s0
het	DEL	131	1	both	FALSE	s0
hom	DEL	97	8	start	TRUE	s0
het	DEL	339	5	start	TRUE	s0
hom	DEL	140	7	start	FALSE	s0
het	DEL	59	1	start	FALSE	s0
hom	DEL	332	6	start	TRUE	s0
hom	DEL	61	3	both	FALSE	s0
het	DEL	67	7	both	FALSE	s0
het	DEL	177	10	start	TRUE	s0
hom	DEL	503	2	both	TRUE	s0
hom	DEL	887	9	start	FALSE	s0
het	DEL	289	6	both	FALSE	s0
hom	DEL	110	6	both	FALSE	s0
het	DEL	288	9	start	FALSE	s0
hom	DEL	6107	9	both	FALSE	s0
hom	DEL	169	7	both	FALSE	s0
hom	DEL	183	9	both	FALSE	s0
het	DEL	307	8	start	FALSE	s0
hom	DEL	128	3	both	TRUE	s0
het	DEL	148	10	both	FALSE	s0
hom	DEL	82	3	both	FALSE	s0
hom	DEL	57	9	start	TRUE	s0
hom	DEL	55	3	start	TRUE	s0
het	DEL	323	9	start	TRUE	s0
hom	DEL	251	5	start	FALSE	s0
het	DEL	254	6	both	FALSE	s0
het	DEL	1728	2	start	FALSE	s0
het	DEL	341	10	both	FALSE	s0
het	DEL	69	3	start	TRUE	s0
hom	DEL	2110	1	start	TRUE	s0
hom	DEL	78	8	both	FALSE	s0
het	DEL	76	4	start	TRUE	s0
hom	DEL	51	6	start	TRUE	s0
het	DEL	94	4	both	FALSE	s0
het	DEL	56	9	both	FALSE	s0
het	DEL	754	1	start	TRUE	s0
hom	DEL	54	3	both	TRUE	s0
hom	DEL	59	8	start	FALSE	s0
het	DEL	178	4	start	TRUE	s0
hom	DEL	51	7	start	TRUE	s0
het	DEL	78	10	both	FALSE	s0
hom	DEL	1603	3	both	TRUE	s0
hom	DEL	60	3	both	FALSE	s0
hom	DEL	128	4	start	TRUE	s0
het	DEL	65	3	both	FALSE	s0
hom	DEL	53	4	both	TRUE	s0
hom	DEL	84	10	both	FALSE	s0
hom	DEL	190	3	both	TRUE	s0
hom	DEL	1157	3	both	TRUE	s0
hom	DEL	116	8	both	FALSE	s0
hom	DEL	54	6	both	FALSE	s0
het	DEL	240	2	start	TRUE	s0
het	DEL	65	9	start	TRUE	s0
hom	DEL	401	4	both	FALSE	s0
het	DEL	115	6	both	FALSE	s0
hom	DEL	73	1	start	TRUE	s0
hom	DEL	56	5	start	TRUE	s0
het	DEL	98	9	start	TRUE	s0
het	DEL	63	5	both	FALSE	s0
hom	DEL	156	4	start	FALSE	s0
hom	DEL	85	2	start	TRUE	s0
hom	DEL	92	8	both	FALSE	s0
het	DEL	205	4	start	FALSE	s0
hom	DEL	149	10	start	TRUE	s0
hom	DEL	57	7	start	FALSE	s0
het	DEL	117	1	start	TRUE	s0
hom	DEL	106	3	start	TRUE	s0
het	DEL	163	8	start	TRUE	s0
hom	DEL	105	7	start	TRUE	s0
hom	DEL	1737	3	start	TRUE	s0
hom	DEL	466	2	both	TRUE	s0
hom	DEL	66	8	both	FALSE	s0
hom	DEL	204	7	start	TRUE	s0
hom	DEL	73	8	both	FALSE	s0
het	DEL	227	10	both	FALSE	s0
hom	DEL	648	10	start	FALSE	s0
hom	DEL	130	3	both	TRUE	s0
hom	DEL	51	10	both	FALSE	s0
hom	DEL	120	2	both	TRUE	s0
hom	DEL	224	1	both	TRUE	s0
hom	DEL	173	2	both	TRUE	s0
hom	DEL	62	10	both	FALSE	s0
het	DEL	3263	8	both	FALSE	s0
het	DEL	214	4	both	FALSE	s0
hom	DEL	91	5	both	FALSE	s0
het	DEL	107	7	start	FALSE	s0
het	DEL	196	1	start	TRUE	s0
hom	DEL	210	3	start	TRUE	s0
het	DEL	322	5	both	FALSE	s0
hom	DEL	96	10	both	FALSE	s0
het	DEL	1727	9	both	FALSE	s0
het	DEL	70	7	start	TRUE	s0
hom	DEL	97	7	both	FALSE	s0
het	DEL	155	6	start	TRUE	s0
het	DEL	324	10	both	FALSE	s0
hom	DEL	97	7	both	FALSE	s0
het	DEL	223	8	start	TRUE	s0
het	DEL	387	9	start	FALSE	s0
hom	DEL	61	7	both	FALSE	s0
hom	DEL	57	5	both	FALSE	s0
het	DEL	193	4	both	FALSE	s0
het	DEL	122	7	start	TRUE	s0
het	DEL	71	10	start	TRUE	s0
het	DEL	290	10	both	FALSE	s0
hom	DEL	257	4	both	FALSE	s0
hom	DEL	176	3	start	TRUE	s0
hom	DEL	508	7	start	TRUE	s0
hom	DEL	350	4	both	FALSE	s0
het	DEL	325	8	both	FALSE	s0
hom	DEL	163	4	start	TRUE	s0
hom	DEL	55	7	both	FALSE	s0
hom	DEL	148	5	start	FALSE	s0
hom	DEL	61	10	start	TRUE	s0
hom	DEL	7648	6	both	FALSE	s0
hom	DEL	369	8	both	FALSE	s0
hom	DEL	1279	7	start	TRUE	s0
hom	DEL	6641	8	start	TRUE	s0
hom	DEL	91	7	start	FALSE	s0
het	DEL	107	1	start	TRUE	s0
het	DEL	85	5	both	FALSE	s0
hom	DEL	62	3	both	FALSE	s0
het	DEL	529	9	start	TRUE	s0
het	DEL	286	4	start	TRUE	s0
hom	DEL	115	4	start	TRUE	s0
het	DEL	85	2	both	FALSE	s0
hom	DEL	123	9	start	TRUE	s0
het	DEL	273	7	both	FALSE	s0
het	DEL	66	4	both	FALSE	s0
hom	DEL	128	6	start	TRUE	s0
hom	DEL	51	10	start	TRUE	s0
het	DEL	267	3	start	FALSE	s0
het	DEL	167	9	both	FALSE	s0
het	DEL	82	10	both	FALSE	s0
het	DEL	51	5	start	TRUE	s0
het	DEL	2252	9	both	FALSE	s0
hom	DEL	28161	9	start	TRUE	s0
het	DEL	161	2	start	TRUE	s0
het	DEL	75	8	start	TRUE	s0
hom	DEL	102	3	both	TRUE	s0
het	DEL	832	3	start	FALSE	s0
het	DEL	420	7	start	TRUE	s0
het	DEL	70	6	both	FALSE	s0
het	DEL	597	2	start	TRUE	s0
hom	DEL	57	7	both	FALSE	s0
hom	DEL	141	7	both	FALSE	s0
het	DEL	131	8	both	FALSE	s0
hom	DEL	105	6	start	FALSE	s0
het	DEL	1068	8	both	FALSE	s0
het	DEL	99	5	both	FALSE	s0
hom	DEL	89	5	start	TRUE	s0
hom	DEL	67	6	both	FALSE	s0
hom	DEL	59	7	both	FALSE	s0
het	DEL	701	4	both	FALSE	s0
hom	DEL	136	6	both	FALSE	s0
hom	DEL	276	10	start	TRUE	s0
hom	DEL	52	6	both	FALSE	s0
hom	DEL	88	10	both	FALSE	s0
hom	DEL	342	8	start	TRUE	s0
het	DEL	273	1	start	FALSE	s0
hom	DEL	1553	5	both	FALSE	s0
hom	DEL	137	9	both	FALSE	s0
het	DEL	79	8	start	TRUE	s0
hom	DEL	4901	3	start	TRUE	s0
hom	DEL	298	2	both	TRUE	s0
het	DEL	197	10	start	TRUE	s0
het	DEL	115	10	both	FALSE	s0
het	DEL	79	6	start	TRUE	s0
hom	DEL	89	2	start	TRUE	s0
het	DEL	395	9	both	FALSE	s0
hom	DEL	74	9	both	FALSE	s0
hom	DEL	125	6	both	FALSE	s0
het	DEL	204	5	both	FALSE	s0
het	DEL	82	8	both	FALSE	s0
het	DEL	7984	2	start	TRUE	s0
het	DEL	193	2	start	TRUE	s0
het	DEL	339	5	both	FALSE	s0
het	DEL	76	1	start	TRUE	s0
hom	DEL	439	3	both	FALSE	s0
het	DEL	55	10	start	TRUE	s0
hom	DEL	263	10	start	FALSE	s0
hom	DEL	87	5	both	FALSE	s0
het	DEL	55	1	both	FALSE	s0
hom	DEL	119	7	both	FALSE	s0
het	DEL	51	6	both	FALSE	s0
hom	DEL	5022	7	start	TRUE	s0
hom	DEL	54	3	start	TRUE	s0
hom	DEL	87	5	start	TRUE	s0
hom	DEL	224	1	start	TRUE	s0
het	DEL	277	4	both	TRUE	s0
het	DEL	82	1	both	FALSE	s0
het	DEL	115	2	start	FALSE	s0
hom	DEL	172	2	start	TRUE	s0
hom	DEL	174	4	both	FALSE	s0
hom	DEL	52	10	both	FALSE	s0
hom	DEL	2195	8	start	TRUE	s0
het	DEL	54	7	both	FALSE	s0
hom	DEL	296	4	both	FALSE	s0
het	DEL	120	1	both	TRUE	s0
hom	DEL	54	10	both	FALSE	s0
het	DEL	95	3	both	TRUE	s0
het	DEL	84	4	both	FALSE	s0
het	DEL	4901	3	both	FALSE	s0
het	DEL	181	1	start	TRUE	s0
hom	DEL	63	3	both	FALSE	s0
hom	DEL	324	6	both	FALSE	s0
het	DEL	54	1	both	TRUE	s0
hom	DEL	61	2	both	FALSE	s0
hom	DEL	100	7	both	FALSE	s0
het	DEL	58	6	start	FALSE	s0
het	DEL	224	6	both	FALSE	s0
het	DEL	125	6	both	FALSE	s0
het	DEL	101	10	both	FALSE	s0
hom	DEL	112	4	both	FALSE	s0
het	DEL	71	10	start	TRUE	s0
hom	DEL	167	6	start	TRUE	s0
het	DEL	97	9	start	FALSE	s0
het	DEL	55	2	start	FALSE	s0
hom	DEL	99	6	start	TRUE	s0
het	DEL	57	2	both	FALSE	s0
hom	DEL	52	2	both	TRUE	s0
hom	DEL	98	4	both	FALSE	s0
hom	DEL	135	5	start	TRUE	s0
hom	DEL	850	7	both	FALSE	s0
hom	DEL	351	1	start	TRUE	s0
hom	DEL	147	5	start	TRUE	s0
hom	DEL	81	3	start	TRUE	s0
het	DEL	973	1	both	TRUE	s0
het	DEL	2783	1	both	FALSE	s0
het	DEL	82	8	start	TRUE	s0
hom	DEL	319	9	both	FALSE	s0
hom	DEL	57	9	start	TRUE	s0
het	DEL	156	6	both	FALSE	s0
het	DEL	56	4	start	TRUE	s0
het	DEL	57	1	start	TRUE	s0
het	DEL	341	9	start	TRUE	s0
hom	DEL	61	3	start	TRUE	s0
het	DEL	915	5	both	FALSE	s0
hom	DEL	131	4	both	TRUE	s0
hom	DEL	137	2	start	TRUE	s0
hom	DEL	103	2	both	TRUE	s0
het	DEL	302	8	start	FALSE	s0
hom	DEL	52	9	both	FALSE	s0
hom	DEL	1462	5	start	TRUE	s0
hom	DEL	290	7	both	FALSE	s0
hom	DEL	5442	10	start	TRUE	s0
het	DEL	59	6	start	TRUE	s0
het	DEL	469	1	both	TRUE	s0
hom	DEL	855	7	start	TRUE	s0
hom	DEL	59	7	both	FALSE	s0
hom	DEL	57	2	start	TRUE	s0
hom	DEL	86	10	both	FALSE	s0
het	DEL	322	5	start	FALSE	s0
het	DEL	75	2	both	TRUE	s0
hom	DEL	6066	5	start	TRUE	s0
het	DEL	316	7	both	FALSE	s0
hom	DEL	385	10	both	FALSE	s0
hom	DEL	156	6	both	FALSE	s0
het	DEL	53	2	start	TRUE	s0
het	DEL	164	6	both	FALSE	s0
het	DEL	111	2	start	TRUE	s0
hom	DEL	271	9	both	FALSE	s0
het	DEL	361	8	both	FALSE	s0
het	DEL	166	4	start	TRUE	s0
hom	DEL	605	1	start	TRUE	s0
het	DEL	260	8	start	TRUE	s0
het	DEL	116	4	both	FALSE	s0
hom	DEL	95	2	both	TRUE	s0
hom	DEL	56	1	both	TRUE	s0
het	DEL	81	9	start	TRUE	s0
