type	TP	TP.baseline	FP	FN	precision	recall	F1	qual	exp	method	sample	region	eval	min.cov
DEL	NA	NA	NA	NA	NA	NA	NA	350	chmpd	smrtsv	chmpd	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	350	chmpd	smrtsv	chmpd	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	350	chmpd	smrtsv	chmpd	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	450	chmpd	smrtsv	chmpd	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	450	chmpd	smrtsv	chmpd	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	450	chmpd	smrtsv	chmpd	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	450	chmpd	smrtsv	chmpd	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	550	chmpd	smrtsv	chmpd	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	550	chmpd	smrtsv	chmpd	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	550	chmpd	smrtsv	chmpd	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	550	chmpd	smrtsv	chmpd	nonrep	call	0.5
Total	NA	NA	NA	NA	NA	NA	NA	650	chmpd	smrtsv	chmpd	nonrep	call	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	650	chmpd	smrtsv	chmpd	nonrep	call	0.5
INS	NA	NA	NA	NA	NA	NA	NA	650	chmpd	smrtsv	chmpd	nonrep	call	0.5
INV	NA	NA	NA	NA	NA	NA	NA	650	chmpd	smrtsv	chmpd	nonrep	call	0.5
Total	3347	3314	187	1037	0.9471	0.7617	0.8443	0	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1942	1909	148	768	0.9292	0.7131	0.8069	0	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1405	1405	39	269	0.973	0.8393	0.9012	0	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3347	3314	187	1037	0.9471	0.7617	0.8443	2	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1942	1909	148	768	0.9292	0.7131	0.8069	2	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1405	1405	39	269	0.973	0.8393	0.9012	2	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3347	3314	187	1037	0.9471	0.7617	0.8443	3	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1942	1909	148	768	0.9292	0.7131	0.8069	3	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1405	1405	39	269	0.973	0.8393	0.9012	3	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3346	3313	185	1038	0.9476	0.7614	0.8444	4	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1942	1909	146	768	0.9301	0.7131	0.8073	4	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1404	1404	39	270	0.973	0.8387	0.9009	4	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3332	3300	173	1051	0.9506	0.7584	0.8437	5	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1938	1906	137	771	0.934	0.712	0.808	5	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1394	1394	36	280	0.9748	0.8327	0.8982	5	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3291	3259	162	1092	0.9531	0.749	0.8388	7	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1930	1898	129	779	0.9373	0.709	0.8073	7	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1361	1361	33	313	0.9763	0.813	0.8872	7	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3236	3207	155	1144	0.9543	0.7371	0.8318	10	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1905	1876	124	801	0.9389	0.7008	0.8026	10	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1331	1331	31	343	0.9772	0.7951	0.8768	10	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3197	3168	153	1183	0.9543	0.7281	0.826	12	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1877	1848	122	829	0.939	0.6903	0.7957	12	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1320	1320	31	354	0.9771	0.7885	0.8727	12	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3197	3168	152	1183	0.9546	0.7281	0.8261	14	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1877	1848	121	829	0.9394	0.6903	0.7958	14	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1320	1320	31	354	0.9771	0.7885	0.8727	14	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3188	3159	149	1192	0.9553	0.726	0.825	21	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1870	1841	118	836	0.9406	0.6877	0.7945	21	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1318	1318	31	356	0.977	0.7873	0.872	21	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3188	3159	149	1192	0.9553	0.726	0.825	27	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1870	1841	118	836	0.9406	0.6877	0.7945	27	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1318	1318	31	356	0.977	0.7873	0.872	27	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3188	3159	149	1192	0.9553	0.726	0.825	35	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1870	1841	118	836	0.9406	0.6877	0.7945	35	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1318	1318	31	356	0.977	0.7873	0.872	35	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3188	3159	149	1192	0.9553	0.726	0.825	45	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1870	1841	118	836	0.9406	0.6877	0.7945	45	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1318	1318	31	356	0.977	0.7873	0.872	45	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3188	3159	149	1192	0.9553	0.726	0.825	50	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1870	1841	118	836	0.9406	0.6877	0.7945	50	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1318	1318	31	356	0.977	0.7873	0.872	50	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3188	3159	149	1192	0.9553	0.726	0.825	60	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1870	1841	118	836	0.9406	0.6877	0.7945	60	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1318	1318	31	356	0.977	0.7873	0.872	60	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3188	3159	149	1192	0.9553	0.726	0.825	75	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1870	1841	118	836	0.9406	0.6877	0.7945	75	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1318	1318	31	356	0.977	0.7873	0.872	75	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3188	3159	149	1192	0.9553	0.726	0.825	90	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1870	1841	118	836	0.9406	0.6877	0.7945	90	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1318	1318	31	356	0.977	0.7873	0.872	90	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	3188	3159	149	1192	0.9553	0.726	0.825	99	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	1870	1841	118	836	0.9406	0.6877	0.7945	99	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	1318	1318	31	356	0.977	0.7873	0.872	99	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	NA	NA	NA	NA	NA	NA	NA	110	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	110	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	NA	NA	NA	NA	NA	NA	NA	110	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INV	NA	NA	NA	NA	NA	NA	NA	110	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	NA	NA	NA	NA	NA	NA	NA	133	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	133	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	NA	NA	NA	NA	NA	NA	NA	133	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INV	NA	NA	NA	NA	NA	NA	NA	133	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	NA	NA	NA	NA	NA	NA	NA	167	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	167	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	NA	NA	NA	NA	NA	NA	NA	167	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INV	NA	NA	NA	NA	NA	NA	NA	167	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	NA	NA	NA	NA	NA	NA	NA	180	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	180	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	NA	NA	NA	NA	NA	NA	NA	180	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INV	NA	NA	NA	NA	NA	NA	NA	180	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	NA	NA	NA	NA	NA	NA	NA	250	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	250	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	NA	NA	NA	NA	NA	NA	NA	250	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INV	NA	NA	NA	NA	NA	NA	NA	250	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	NA	NA	NA	NA	NA	NA	NA	350	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	350	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	NA	NA	NA	NA	NA	NA	NA	350	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INV	NA	NA	NA	NA	NA	NA	NA	350	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	NA	NA	NA	NA	NA	NA	NA	450	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	450	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	NA	NA	NA	NA	NA	NA	NA	450	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INV	NA	NA	NA	NA	NA	NA	NA	450	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	NA	NA	NA	NA	NA	NA	NA	550	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	550	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	NA	NA	NA	NA	NA	NA	NA	550	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INV	NA	NA	NA	NA	NA	NA	NA	550	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	NA	NA	NA	NA	NA	NA	NA	650	chmpd	smrtsv	chmpd	nonrep	geno	0.5
DEL	NA	NA	NA	NA	NA	NA	NA	650	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INS	NA	NA	NA	NA	NA	NA	NA	650	chmpd	smrtsv	chmpd	nonrep	geno	0.5
INV	NA	NA	NA	NA	NA	NA	NA	650	chmpd	smrtsv	chmpd	nonrep	geno	0.5
Total	10794	10791	769	1719	0.9335	0.8626	0.8967	0	chmpd	vg	chmpd	all	call	0.5
INS	6653	6650	518	616	0.9278	0.9152	0.9215	0	chmpd	vg	chmpd	all	call	0.5
DEL	4141	4141	251	1103	0.9429	0.7897	0.8595	0	chmpd	vg	chmpd	all	call	0.5
Total	10432	10429	704	2081	0.9368	0.8337	0.8822	2	chmpd	vg	chmpd	all	call	0.5
INS	6440	6437	466	829	0.9325	0.8859	0.9086	2	chmpd	vg	chmpd	all	call	0.5
DEL	3992	3992	238	1252	0.9437	0.7613	0.8427	2	chmpd	vg	chmpd	all	call	0.5
Total	9696	9694	568	2816	0.9447	0.7749	0.8514	3	chmpd	vg	chmpd	all	call	0.5
INS	6029	6027	395	1239	0.9385	0.8295	0.8806	3	chmpd	vg	chmpd	all	call	0.5
DEL	3667	3667	173	1577	0.9549	0.6993	0.8074	3	chmpd	vg	chmpd	all	call	0.5
Total	8765	8763	434	3747	0.9528	0.7005	0.8074	4	chmpd	vg	chmpd	all	call	0.5
INS	5514	5512	303	1754	0.9479	0.7586	0.8428	4	chmpd	vg	chmpd	all	call	0.5
DEL	3251	3251	131	1993	0.9613	0.6199	0.7537	4	chmpd	vg	chmpd	all	call	0.5
Total	7877	7875	326	4635	0.9603	0.6295	0.7605	5	chmpd	vg	chmpd	all	call	0.5
INS	5013	5011	236	2255	0.955	0.6897	0.801	5	chmpd	vg	chmpd	all	call	0.5
DEL	2864	2864	90	2380	0.9695	0.5461	0.6987	5	chmpd	vg	chmpd	all	call	0.5
Total	6177	6177	192	6333	0.9699	0.4938	0.6544	7	chmpd	vg	chmpd	all	call	0.5
INS	4037	4037	153	3229	0.9635	0.5556	0.7048	7	chmpd	vg	chmpd	all	call	0.5
DEL	2140	2140	39	3104	0.9821	0.4081	0.5766	7	chmpd	vg	chmpd	all	call	0.5
Total	4721	4721	116	7789	0.976	0.3774	0.5443	10	chmpd	vg	chmpd	all	call	0.5
INS	3145	3145	100	4121	0.9692	0.4328	0.5984	10	chmpd	vg	chmpd	all	call	0.5
DEL	1576	1576	16	3668	0.9899	0.3005	0.461	10	chmpd	vg	chmpd	all	call	0.5
Total	4288	4288	90	8222	0.9794	0.3428	0.5078	12	chmpd	vg	chmpd	all	call	0.5
INS	2823	2823	78	4443	0.9731	0.3885	0.5553	12	chmpd	vg	chmpd	all	call	0.5
DEL	1465	1465	12	3779	0.9919	0.2794	0.436	12	chmpd	vg	chmpd	all	call	0.5
Total	3954	3954	73	8556	0.9819	0.3161	0.4782	14	chmpd	vg	chmpd	all	call	0.5
INS	2566	2566	65	4700	0.9753	0.3532	0.5186	14	chmpd	vg	chmpd	all	call	0.5
DEL	1388	1388	8	3856	0.9943	0.2647	0.4181	14	chmpd	vg	chmpd	all	call	0.5
Total	2427	2427	33	10083	0.9866	0.194	0.3242	21	chmpd	vg	chmpd	all	call	0.5
INS	1472	1472	30	5794	0.98	0.2026	0.3358	21	chmpd	vg	chmpd	all	call	0.5
DEL	955	955	3	4289	0.9969	0.1821	0.3079	21	chmpd	vg	chmpd	all	call	0.5
Total	965	965	17	11545	0.9827	0.0771	0.143	27	chmpd	vg	chmpd	all	call	0.5
INS	496	496	15	6770	0.9706	0.0683	0.1276	27	chmpd	vg	chmpd	all	call	0.5
DEL	469	469	2	4775	0.9958	0.0894	0.1641	27	chmpd	vg	chmpd	all	call	0.5
Total	159	159	12	12351	0.9298	0.0127	0.0251	35	chmpd	vg	chmpd	all	call	0.5
INS	80	80	10	7186	0.8889	0.011	0.0217	35	chmpd	vg	chmpd	all	call	0.5
DEL	79	79	2	5165	0.9753	0.0151	0.0297	35	chmpd	vg	chmpd	all	call	0.5
Total	33	33	9	12477	0.7857	0.0026	0.0052	45	chmpd	vg	chmpd	all	call	0.5
INS	28	28	9	7238	0.7568	0.0039	0.0078	45	chmpd	vg	chmpd	all	call	0.5
DEL	5	5	0	5239	1	0.001	0.002	45	chmpd	vg	chmpd	all	call	0.5
Total	24	24	9	12486	0.7273	0.0019	0.0038	50	chmpd	vg	chmpd	all	call	0.5
INS	20	20	9	7246	0.6897	0.0028	0.0056	50	chmpd	vg	chmpd	all	call	0.5
DEL	4	4	0	5240	1	8e-04	0.0016	50	chmpd	vg	chmpd	all	call	0.5
Total	19	19	8	12491	0.7037	0.0015	0.003	60	chmpd	vg	chmpd	all	call	0.5
INS	16	16	8	7250	0.6667	0.0022	0.0044	60	chmpd	vg	chmpd	all	call	0.5
DEL	3	3	0	5241	1	6e-04	0.0012	60	chmpd	vg	chmpd	all	call	0.5
Total	16	16	6	12494	0.7273	0.0013	0.0026	75	chmpd	vg	chmpd	all	call	0.5
INS	14	14	6	7252	0.7	0.0019	0.0038	75	chmpd	vg	chmpd	all	call	0.5
DEL	2	2	0	5242	1	4e-04	8e-04	75	chmpd	vg	chmpd	all	call	0.5
Total	15	15	5	12495	0.75	0.0012	0.0024	90	chmpd	vg	chmpd	all	call	0.5
INS	14	14	5	7252	0.7368	0.0019	0.0038	90	chmpd	vg	chmpd	all	call	0.5
DEL	1	1	0	5243	1	2e-04	4e-04	90	chmpd	vg	chmpd	all	call	0.5
Total	15	15	5	12495	0.75	0.0012	0.0024	99	chmpd	vg	chmpd	all	call	0.5
INS	14	14	5	7252	0.7368	0.0019	0.0038	99	chmpd	vg	chmpd	all	call	0.5
DEL	1	1	0	5243	1	2e-04	4e-04	99	chmpd	vg	chmpd	all	call	0.5
Total	15	15	5	12495	0.75	0.0012	0.0024	110	chmpd	vg	chmpd	all	call	0.5
INS	14	14	5	7252	0.7368	0.0019	0.0038	110	chmpd	vg	chmpd	all	call	0.5
DEL	1	1	0	5243	1	2e-04	4e-04	110	chmpd	vg	chmpd	all	call	0.5
Total	13	13	5	12497	0.7222	0.001	0.002	133	chmpd	vg	chmpd	all	call	0.5
INS	12	12	5	7254	0.7059	0.0017	0.0034	133	chmpd	vg	chmpd	all	call	0.5
DEL	1	1	0	5243	1	2e-04	4e-04	133	chmpd	vg	chmpd	all	call	0.5
Total	10	10	3	12500	0.7692	8e-04	0.0016	167	chmpd	vg	chmpd	all	call	0.5
INS	10	10	3	7256	0.7692	0.0014	0.0028	167	chmpd	vg	chmpd	all	call	0.5
DEL	0	0	0	5244	NA	0	NA	167	chmpd	vg	chmpd	all	call	0.5
Total	9	9	3	12501	0.75	7e-04	0.0014	180	chmpd	vg	chmpd	all	call	0.5
INS	9	9	3	7257	0.75	0.0012	0.0024	180	chmpd	vg	chmpd	all	call	0.5
DEL	0	0	0	5244	NA	0	NA	180	chmpd	vg	chmpd	all	call	0.5
Total	8	8	3	12502	0.7273	6e-04	0.0012	250	chmpd	vg	chmpd	all	call	0.5
INS	8	8	3	7258	0.7273	0.0011	0.0022	250	chmpd	vg	chmpd	all	call	0.5
DEL	0	0	0	5244	NA	0	NA	250	chmpd	vg	chmpd	all	call	0.5
Total	5	5	3	12505	0.625	4e-04	8e-04	350	chmpd	vg	chmpd	all	call	0.5
INS	5	5	3	7261	0.625	7e-04	0.0014	350	chmpd	vg	chmpd	all	call	0.5
DEL	0	0	0	5244	NA	0	NA	350	chmpd	vg	chmpd	all	call	0.5
Total	4	4	3	12506	0.5714	3e-04	6e-04	450	chmpd	vg	chmpd	all	call	0.5
INS	4	4	3	7262	0.5714	6e-04	0.0012	450	chmpd	vg	chmpd	all	call	0.5
DEL	0	0	0	5244	NA	0	NA	450	chmpd	vg	chmpd	all	call	0.5
Total	4	4	3	12506	0.5714	3e-04	6e-04	550	chmpd	vg	chmpd	all	call	0.5
INS	4	4	3	7262	0.5714	6e-04	0.0012	550	chmpd	vg	chmpd	all	call	0.5
DEL	0	0	0	5244	NA	0	NA	550	chmpd	vg	chmpd	all	call	0.5
Total	4	4	3	12506	0.5714	3e-04	6e-04	650	chmpd	vg	chmpd	all	call	0.5
INS	4	4	3	7262	0.5714	6e-04	0.0012	650	chmpd	vg	chmpd	all	call	0.5
DEL	0	0	0	5244	NA	0	NA	650	chmpd	vg	chmpd	all	call	0.5
Total	8993	8995	2563	3508	0.7782	0.7194	0.7476	0	chmpd	vg	chmpd	all	geno	0.5
INS	5615	5616	1553	1650	0.7833	0.7729	0.7781	0	chmpd	vg	chmpd	all	geno	0.5
DEL	3378	3379	1010	1858	0.7698	0.6452	0.702	0	chmpd	vg	chmpd	all	geno	0.5
Total	8805	8807	2324	3696	0.7912	0.7044	0.7453	2	chmpd	vg	chmpd	all	geno	0.5
INS	5479	5480	1424	1786	0.7937	0.7542	0.7734	2	chmpd	vg	chmpd	all	geno	0.5
DEL	3326	3327	900	1910	0.787	0.6353	0.7031	2	chmpd	vg	chmpd	all	geno	0.5
Total	8325	8327	1934	4176	0.8115	0.666	0.7316	3	chmpd	vg	chmpd	all	geno	0.5
INS	5195	5196	1227	2070	0.8089	0.7151	0.7591	3	chmpd	vg	chmpd	all	geno	0.5
DEL	3130	3131	707	2106	0.8157	0.5979	0.69	3	chmpd	vg	chmpd	all	geno	0.5
Total	7663	7664	1530	4839	0.8336	0.613	0.7065	4	chmpd	vg	chmpd	all	geno	0.5
INS	4800	4800	1014	2466	0.8256	0.6606	0.7339	4	chmpd	vg	chmpd	all	geno	0.5
DEL	2863	2864	516	2373	0.8473	0.5469	0.6647	4	chmpd	vg	chmpd	all	geno	0.5
Total	6995	6996	1205	5507	0.853	0.5595	0.6758	5	chmpd	vg	chmpd	all	geno	0.5
INS	4404	4405	843	2861	0.8393	0.6062	0.704	5	chmpd	vg	chmpd	all	geno	0.5
DEL	2591	2591	362	2646	0.8774	0.4947	0.6327	5	chmpd	vg	chmpd	all	geno	0.5
Total	5578	5579	790	6924	0.8759	0.4462	0.5912	7	chmpd	vg	chmpd	all	geno	0.5
INS	3587	3588	603	3678	0.8561	0.4938	0.6263	7	chmpd	vg	chmpd	all	geno	0.5
DEL	1991	1991	187	3246	0.9141	0.3802	0.537	7	chmpd	vg	chmpd	all	geno	0.5
Total	4318	4318	518	8185	0.8929	0.3454	0.4981	10	chmpd	vg	chmpd	all	geno	0.5
INS	2844	2844	401	4422	0.8764	0.3914	0.5411	10	chmpd	vg	chmpd	all	geno	0.5
DEL	1474	1474	117	3763	0.9265	0.2815	0.4318	10	chmpd	vg	chmpd	all	geno	0.5
Total	3962	3962	416	8541	0.905	0.3169	0.4694	12	chmpd	vg	chmpd	all	geno	0.5
INS	2581	2581	320	4685	0.8897	0.3552	0.5077	12	chmpd	vg	chmpd	all	geno	0.5
DEL	1381	1381	96	3856	0.935	0.2637	0.4114	12	chmpd	vg	chmpd	all	geno	0.5
Total	3688	3688	339	8815	0.9158	0.295	0.4463	14	chmpd	vg	chmpd	all	geno	0.5
INS	2373	2373	258	4893	0.9019	0.3266	0.4795	14	chmpd	vg	chmpd	all	geno	0.5
DEL	1315	1315	81	3922	0.942	0.2511	0.3965	14	chmpd	vg	chmpd	all	geno	0.5
Total	2323	2323	137	10180	0.9443	0.1858	0.3105	21	chmpd	vg	chmpd	all	geno	0.5
INS	1397	1397	105	5869	0.9301	0.1923	0.3187	21	chmpd	vg	chmpd	all	geno	0.5
DEL	926	926	32	4311	0.9666	0.1768	0.2989	21	chmpd	vg	chmpd	all	geno	0.5
Total	923	923	59	11580	0.9399	0.0738	0.1369	27	chmpd	vg	chmpd	all	geno	0.5
INS	464	464	47	6802	0.908	0.0639	0.1194	27	chmpd	vg	chmpd	all	geno	0.5
DEL	459	459	12	4778	0.9745	0.0876	0.1607	27	chmpd	vg	chmpd	all	geno	0.5
Total	140	140	31	12363	0.8187	0.0112	0.0221	35	chmpd	vg	chmpd	all	geno	0.5
INS	64	64	26	7202	0.7111	0.0088	0.0174	35	chmpd	vg	chmpd	all	geno	0.5
DEL	76	76	5	5161	0.9383	0.0145	0.0286	35	chmpd	vg	chmpd	all	geno	0.5
Total	19	19	23	12484	0.4524	0.0015	0.003	45	chmpd	vg	chmpd	all	geno	0.5
INS	17	17	20	7249	0.4595	0.0023	0.0046	45	chmpd	vg	chmpd	all	geno	0.5
DEL	2	2	3	5235	0.4	4e-04	8e-04	45	chmpd	vg	chmpd	all	geno	0.5
Total	10	10	23	12493	0.303	8e-04	0.0016	50	chmpd	vg	chmpd	all	geno	0.5
INS	9	9	20	7257	0.3103	0.0012	0.0024	50	chmpd	vg	chmpd	all	geno	0.5
DEL	1	1	3	5236	0.25	2e-04	4e-04	50	chmpd	vg	chmpd	all	geno	0.5
Total	7	7	20	12496	0.2593	6e-04	0.0012	60	chmpd	vg	chmpd	all	geno	0.5
INS	6	6	18	7260	0.25	8e-04	0.0016	60	chmpd	vg	chmpd	all	geno	0.5
DEL	1	1	2	5236	0.3333	2e-04	4e-04	60	chmpd	vg	chmpd	all	geno	0.5
Total	7	7	15	12496	0.3182	6e-04	0.0012	75	chmpd	vg	chmpd	all	geno	0.5
INS	6	6	14	7260	0.3	8e-04	0.0016	75	chmpd	vg	chmpd	all	geno	0.5
DEL	1	1	1	5236	0.5	2e-04	4e-04	75	chmpd	vg	chmpd	all	geno	0.5
Total	6	6	14	12497	0.3	5e-04	0.001	90	chmpd	vg	chmpd	all	geno	0.5
INS	6	6	13	7260	0.3158	8e-04	0.0016	90	chmpd	vg	chmpd	all	geno	0.5
DEL	0	0	1	5237	0	0	NA	90	chmpd	vg	chmpd	all	geno	0.5
Total	6	6	14	12497	0.3	5e-04	0.001	99	chmpd	vg	chmpd	all	geno	0.5
INS	6	6	13	7260	0.3158	8e-04	0.0016	99	chmpd	vg	chmpd	all	geno	0.5
DEL	0	0	1	5237	0	0	NA	99	chmpd	vg	chmpd	all	geno	0.5
Total	6	6	14	12497	0.3	5e-04	0.001	110	chmpd	vg	chmpd	all	geno	0.5
INS	6	6	13	7260	0.3158	8e-04	0.0016	110	chmpd	vg	chmpd	all	geno	0.5
DEL	0	0	1	5237	0	0	NA	110	chmpd	vg	chmpd	all	geno	0.5
Total	6	6	12	12497	0.3333	5e-04	0.001	133	chmpd	vg	chmpd	all	geno	0.5
INS	6	6	11	7260	0.3529	8e-04	0.0016	133	chmpd	vg	chmpd	all	geno	0.5
DEL	0	0	1	5237	0	0	NA	133	chmpd	vg	chmpd	all	geno	0.5
Total	5	5	8	12498	0.3846	4e-04	8e-04	167	chmpd	vg	chmpd	all	geno	0.5
INS	5	5	8	7261	0.3846	7e-04	0.0014	167	chmpd	vg	chmpd	all	geno	0.5
DEL	0	0	0	5237	NA	0	NA	167	chmpd	vg	chmpd	all	geno	0.5
Total	4	4	8	12499	0.3333	3e-04	6e-04	180	chmpd	vg	chmpd	all	geno	0.5
INS	4	4	8	7262	0.3333	6e-04	0.0012	180	chmpd	vg	chmpd	all	geno	0.5
DEL	0	0	0	5237	NA	0	NA	180	chmpd	vg	chmpd	all	geno	0.5
Total	4	4	7	12499	0.3636	3e-04	6e-04	250	chmpd	vg	chmpd	all	geno	0.5
INS	4	4	7	7262	0.3636	6e-04	0.0012	250	chmpd	vg	chmpd	all	geno	0.5
DEL	0	0	0	5237	NA	0	NA	250	chmpd	vg	chmpd	all	geno	0.5
Total	3	3	5	12500	0.375	2e-04	4e-04	350	chmpd	vg	chmpd	all	geno	0.5
INS	3	3	5	7263	0.375	4e-04	8e-04	350	chmpd	vg	chmpd	all	geno	0.5
DEL	0	0	0	5237	NA	0	NA	350	chmpd	vg	chmpd	all	geno	0.5
Total	3	3	4	12500	0.4286	2e-04	4e-04	450	chmpd	vg	chmpd	all	geno	0.5
INS	3	3	4	7263	0.4286	4e-04	8e-04	450	chmpd	vg	chmpd	all	geno	0.5
DEL	0	0	0	5237	NA	0	NA	450	chmpd	vg	chmpd	all	geno	0.5
Total	3	3	4	12500	0.4286	2e-04	4e-04	550	chmpd	vg	chmpd	all	geno	0.5
INS	3	3	4	7263	0.4286	4e-04	8e-04	550	chmpd	vg	chmpd	all	geno	0.5
DEL	0	0	0	5237	NA	0	NA	550	chmpd	vg	chmpd	all	geno	0.5
Total	3	3	4	12500	0.4286	2e-04	4e-04	650	chmpd	vg	chmpd	all	geno	0.5
