type	size	FN	FP	TP	TP.baseline	precision	recall	F1	exp	method	sample	region	eval	min.cov
INS	(400,600]	22	20	126	126	0.863	0.8514	0.8572	chmpd	vgsub	chmpd	nonrep	geno	0.5
INS	(5e+03,Inf]	33	21	57	57	0.7308	0.6333	0.6786	chmpd	vgsub	chmpd	nonrep	geno	0.5
INS	(600,800]	15	11	95	91	0.8962	0.8585	0.8769	chmpd	vgsub	chmpd	nonrep	geno	0.5
INS	(800,1e+03]	11	7	66	65	0.9041	0.8553	0.879	chmpd	vgsub	chmpd	nonrep	geno	0.5
INS	[50,100]	131	157	511	471	0.765	0.7824	0.7736	chmpd	vgsub	chmpd	nonrep	geno	0.5
DEL	(100,200]	778	138	754	820	0.8453	0.5131	0.6386	giab5	bayestyper	HG002	all	call	0.5
DEL	(1e+03,2.5e+03]	198	11	244	254	0.9569	0.5619	0.708	giab5	bayestyper	HG002	all	call	0.5
DEL	(2.5e+03,5e+03]	68	7	145	147	0.9539	0.6837	0.7965	giab5	bayestyper	HG002	all	call	0.5
DEL	(200,300]	261	50	274	285	0.8457	0.522	0.6455	giab5	bayestyper	HG002	all	call	0.5
DEL	(300,400]	470	44	708	717	0.9415	0.604	0.7359	giab5	bayestyper	HG002	all	call	0.5
DEL	(400,600]	130	20	131	131	0.8675	0.5019	0.6359	giab5	bayestyper	HG002	all	call	0.5
DEL	(5e+03,Inf]	108	9	145	151	0.9416	0.583	0.7201	giab5	bayestyper	HG002	all	call	0.5
DEL	(600,800]	79	11	85	92	0.8854	0.538	0.6693	giab5	bayestyper	HG002	all	call	0.5
DEL	(800,1e+03]	61	5	74	73	0.9367	0.5448	0.6889	giab5	bayestyper	HG002	all	call	0.5
DEL	[50,100]	1422	304	1900	2021	0.8621	0.587	0.6984	giab5	bayestyper	HG002	all	call	0.5
INS	(100,200]	1354	74	782	807	0.9136	0.3734	0.5301	giab5	bayestyper	HG002	all	call	0.5
INS	(1e+03,2.5e+03]	783	0	161	177	1	0.1844	0.3114	giab5	bayestyper	HG002	all	call	0.5
INS	(2.5e+03,5e+03]	298	0	50	52	1	0.1486	0.2587	giab5	bayestyper	HG002	all	call	0.5
INS	(200,300]	802	10	242	255	0.9603	0.2412	0.3856	giab5	bayestyper	HG002	all	call	0.5
INS	(300,400]	1191	5	396	401	0.9875	0.2519	0.4014	giab5	bayestyper	HG002	all	call	0.5
INS	(400,600]	614	4	132	141	0.9706	0.1868	0.3133	giab5	bayestyper	HG002	all	call	0.5
INS	(5e+03,Inf]	196	1	41	42	0.9762	0.1765	0.2989	giab5	bayestyper	HG002	all	call	0.5
INS	(600,800]	445	2	94	101	0.9792	0.185	0.3112	giab5	bayestyper	HG002	all	call	0.5
INS	(800,1e+03]	280	0	67	78	1	0.2179	0.3578	giab5	bayestyper	HG002	all	call	0.5
INS	[50,100]	1288	170	1730	1794	0.9105	0.5821	0.7102	giab5	bayestyper	HG002	all	call	0.5
DEL	(100,200]	863	222	671	721	0.7514	0.4552	0.5669	giab5	bayestyper	HG002	all	geno	0.5
DEL	(1e+03,2.5e+03]	206	15	240	245	0.9412	0.5432	0.6888	giab5	bayestyper	HG002	all	geno	0.5
DEL	(2.5e+03,5e+03]	73	10	142	143	0.9342	0.662	0.7749	giab5	bayestyper	HG002	all	geno	0.5
DEL	(200,300]	286	67	256	269	0.7926	0.4847	0.6015	giab5	bayestyper	HG002	all	geno	0.5
DEL	(300,400]	493	65	685	693	0.9133	0.5843	0.7127	giab5	bayestyper	HG002	all	geno	0.5
DEL	(400,600]	137	27	123	124	0.82	0.4751	0.6016	giab5	bayestyper	HG002	all	geno	0.5
DEL	(5e+03,Inf]	114	13	141	143	0.9156	0.5564	0.6922	giab5	bayestyper	HG002	all	geno	0.5
DEL	(600,800]	88	13	83	83	0.8646	0.4854	0.6217	giab5	bayestyper	HG002	all	geno	0.5
DEL	(800,1e+03]	62	6	72	72	0.9231	0.5373	0.6792	giab5	bayestyper	HG002	all	geno	0.5
DEL	[50,100]	1685	539	1661	1754	0.755	0.51	0.6088	giab5	bayestyper	HG002	all	geno	0.5
INS	(100,200]	1509	224	642	661	0.7413	0.3046	0.4318	giab5	bayestyper	HG002	all	geno	0.5
INS	(1e+03,2.5e+03]	794	10	151	152	0.9379	0.1607	0.2744	giab5	bayestyper	HG002	all	geno	0.5
INS	(2.5e+03,5e+03]	298	4	46	47	0.92	0.1362	0.2373	giab5	bayestyper	HG002	all	geno	0.5
INS	(200,300]	833	45	209	224	0.8228	0.2119	0.337	giab5	bayestyper	HG002	all	geno	0.5
INS	(300,400]	1211	27	376	376	0.933	0.2369	0.3779	giab5	bayestyper	HG002	all	geno	0.5
INS	(400,600]	647	32	106	107	0.7681	0.1419	0.2395	giab5	bayestyper	HG002	all	geno	0.5
INS	(5e+03,Inf]	204	10	32	32	0.7619	0.1356	0.2302	giab5	bayestyper	HG002	all	geno	0.5
INS	(600,800]	473	30	66	70	0.6875	0.1289	0.2171	giab5	bayestyper	HG002	all	geno	0.5
INS	(800,1e+03]	291	14	53	56	0.791	0.1614	0.2681	giab5	bayestyper	HG002	all	geno	0.5
INS	[50,100]	1637	486	1398	1427	0.742	0.4657	0.5722	giab5	bayestyper	HG002	all	geno	0.5
DEL	(100,200]	189	59	435	435	0.8806	0.6971	0.7782	giab5	bayestyper	HG002	nonrep	call	0.5
DEL	(1e+03,2.5e+03]	68	4	188	188	0.9792	0.7344	0.8393	giab5	bayestyper	HG002	nonrep	call	0.5
DEL	(2.5e+03,5e+03]	27	2	111	112	0.9823	0.8058	0.8853	giab5	bayestyper	HG002	nonrep	call	0.5
DEL	(200,300]	81	28	177	177	0.8634	0.686	0.7645	giab5	bayestyper	HG002	nonrep	call	0.5
DEL	(300,400]	310	24	617	617	0.9626	0.6656	0.787	giab5	bayestyper	HG002	nonrep	call	0.5
DEL	(400,600]	21	9	86	87	0.9053	0.8056	0.8525	giab5	bayestyper	HG002	nonrep	call	0.5
DEL	(5e+03,Inf]	42	2	108	108	0.9818	0.72	0.8308	giab5	bayestyper	HG002	nonrep	call	0.5
DEL	(600,800]	20	3	61	62	0.9531	0.7561	0.8432	giab5	bayestyper	HG002	nonrep	call	0.5
DEL	(800,1e+03]	13	0	53	52	1	0.8	0.8889	giab5	bayestyper	HG002	nonrep	call	0.5
DEL	[50,100]	364	146	1030	1041	0.8759	0.7409	0.8028	giab5	bayestyper	HG002	nonrep	call	0.5
INS	(100,200]	457	12	413	417	0.9718	0.4771	0.64	giab5	bayestyper	HG002	nonrep	call	0.5
INS	(1e+03,2.5e+03]	304	0	118	119	1	0.2813	0.4391	giab5	bayestyper	HG002	nonrep	call	0.5
INS	(2.5e+03,5e+03]	153	0	39	39	1	0.2031	0.3376	giab5	bayestyper	HG002	nonrep	call	0.5
INS	(200,300]	278	0	142	141	1	0.3365	0.5036	giab5	bayestyper	HG002	nonrep	call	0.5
INS	(300,400]	808	1	331	331	0.997	0.2906	0.45	giab5	bayestyper	HG002	nonrep	call	0.5
INS	(400,600]	204	1	79	79	0.9875	0.2792	0.4353	giab5	bayestyper	HG002	nonrep	call	0.5
INS	(5e+03,Inf]	99	0	29	29	1	0.2266	0.3695	giab5	bayestyper	HG002	nonrep	call	0.5
INS	(600,800]	165	0	66	66	1	0.2857	0.4444	giab5	bayestyper	HG002	nonrep	call	0.5
INS	(800,1e+03]	85	0	39	39	1	0.3145	0.4785	giab5	bayestyper	HG002	nonrep	call	0.5
INS	[50,100]	489	32	970	971	0.9681	0.6651	0.7885	giab5	bayestyper	HG002	nonrep	call	0.5
DEL	(100,200]	202	73	419	420	0.8516	0.6752	0.7532	giab5	bayestyper	HG002	nonrep	geno	0.5
DEL	(1e+03,2.5e+03]	68	4	188	188	0.9792	0.7344	0.8393	giab5	bayestyper	HG002	nonrep	geno	0.5
DEL	(2.5e+03,5e+03]	28	2	111	111	0.9823	0.7986	0.881	giab5	bayestyper	HG002	nonrep	geno	0.5
DEL	(200,300]	84	31	174	174	0.8488	0.6744	0.7516	giab5	bayestyper	HG002	nonrep	geno	0.5
DEL	(300,400]	312	26	615	615	0.9594	0.6634	0.7844	giab5	bayestyper	HG002	nonrep	geno	0.5
DEL	(400,600]	21	9	86	87	0.9053	0.8056	0.8525	giab5	bayestyper	HG002	nonrep	geno	0.5
DEL	(5e+03,Inf]	42	2	108	108	0.9818	0.72	0.8308	giab5	bayestyper	HG002	nonrep	geno	0.5
DEL	(600,800]	21	3	61	61	0.9531	0.7439	0.8356	giab5	bayestyper	HG002	nonrep	geno	0.5
DEL	(800,1e+03]	13	0	53	52	1	0.8	0.8889	giab5	bayestyper	HG002	nonrep	geno	0.5
DEL	[50,100]	436	214	961	967	0.8179	0.6892	0.7481	giab5	bayestyper	HG002	nonrep	geno	0.5
INS	(100,200]	512	66	360	363	0.8451	0.4149	0.5566	giab5	bayestyper	HG002	nonrep	geno	0.5
INS	(1e+03,2.5e+03]	310	6	112	112	0.9492	0.2654	0.4148	giab5	bayestyper	HG002	nonrep	geno	0.5
INS	(2.5e+03,5e+03]	154	1	38	38	0.9744	0.1979	0.329	giab5	bayestyper	HG002	nonrep	geno	0.5
INS	(200,300]	290	12	130	129	0.9155	0.3079	0.4608	giab5	bayestyper	HG002	nonrep	geno	0.5
INS	(300,400]	815	8	324	324	0.9759	0.2845	0.4406	giab5	bayestyper	HG002	nonrep	geno	0.5
INS	(400,600]	214	11	69	69	0.8625	0.2438	0.3801	giab5	bayestyper	HG002	nonrep	geno	0.5
INS	(5e+03,Inf]	104	5	24	24	0.8276	0.1875	0.3057	giab5	bayestyper	HG002	nonrep	geno	0.5
INS	(600,800]	184	19	47	47	0.7121	0.2035	0.3165	giab5	bayestyper	HG002	nonrep	geno	0.5
INS	(800,1e+03]	93	8	31	31	0.7949	0.25	0.3804	giab5	bayestyper	HG002	nonrep	geno	0.5
INS	[50,100]	596	139	863	863	0.8613	0.5915	0.7013	giab5	bayestyper	HG002	nonrep	geno	0.5
DEL	(100,200]	511	324	1048	1087	0.7638	0.6802	0.7196	giab5	delly	HG002	all	call	0.5
DEL	(1e+03,2.5e+03]	211	19	238	241	0.9261	0.5332	0.6768	giab5	delly	HG002	all	call	0.5
DEL	(2.5e+03,5e+03]	86	15	130	129	0.8966	0.6	0.7189	giab5	delly	HG002	all	call	0.5
DEL	(200,300]	223	78	314	323	0.801	0.5916	0.6806	giab5	delly	HG002	all	call	0.5
DEL	(300,400]	156	70	1027	1031	0.9362	0.8686	0.9011	giab5	delly	HG002	all	call	0.5
DEL	(400,600]	128	54	127	133	0.7017	0.5096	0.5904	giab5	delly	HG002	all	call	0.5
DEL	(5e+03,Inf]	116	20	138	143	0.8734	0.5521	0.6765	giab5	delly	HG002	all	call	0.5
DEL	(600,800]	80	25	82	91	0.7664	0.5322	0.6282	giab5	delly	HG002	all	call	0.5
DEL	(800,1e+03]	60	14	70	74	0.8333	0.5522	0.6642	giab5	delly	HG002	all	call	0.5
DEL	[50,100]	650	859	2909	2793	0.772	0.8112	0.7911	giab5	delly	HG002	all	call	0.5
INS	(100,200]	1703	31	439	458	0.934	0.2119	0.3454	giab5	delly	HG002	all	call	0.5
INS	(1e+03,2.5e+03]	952	3	8	8	0.7273	0.0083	0.0164	giab5	delly	HG002	all	call	0.5
INS	(2.5e+03,5e+03]	349	0	1	1	1	0.0029	0.0058	giab5	delly	HG002	all	call	0.5
INS	(200,300]	885	7	168	172	0.96	0.1627	0.2782	giab5	delly	HG002	all	call	0.5
INS	(300,400]	1086	4	498	506	0.992	0.3178	0.4814	giab5	delly	HG002	all	call	0.5
INS	(400,600]	729	5	22	26	0.8148	0.0344	0.066	giab5	delly	HG002	all	call	0.5
INS	(5e+03,Inf]	237	0	1	1	1	0.0042	0.0084	giab5	delly	HG002	all	call	0.5
INS	(600,800]	534	1	9	12	0.9	0.022	0.043	giab5	delly	HG002	all	call	0.5
INS	(800,1e+03]	354	0	7	4	1	0.0112	0.0222	giab5	delly	HG002	all	call	0.5
INS	[50,100]	1998	113	1084	1084	0.9056	0.3517	0.5066	giab5	delly	HG002	all	call	0.5
DEL	(100,200]	647	464	916	937	0.6638	0.5915	0.6256	giab5	delly	HG002	all	geno	0.5
DEL	(1e+03,2.5e+03]	226	31	225	225	0.8789	0.4989	0.6365	giab5	delly	HG002	all	geno	0.5
DEL	(2.5e+03,5e+03]	92	19	125	124	0.8681	0.5741	0.6911	giab5	delly	HG002	all	geno	0.5
DEL	(200,300]	255	103	291	300	0.7386	0.5405	0.6242	giab5	delly	HG002	all	geno	0.5
DEL	(300,400]	175	90	1007	1011	0.918	0.8524	0.884	giab5	delly	HG002	all	geno	0.5
DEL	(400,600]	141	63	119	120	0.6538	0.4598	0.5399	giab5	delly	HG002	all	geno	0.5
DEL	(5e+03,Inf]	122	24	134	135	0.8481	0.5253	0.6488	giab5	delly	HG002	all	geno	0.5
DEL	(600,800]	93	31	76	78	0.7103	0.4561	0.5555	giab5	delly	HG002	all	geno	0.5
DEL	(800,1e+03]	64	16	68	70	0.8095	0.5224	0.635	giab5	delly	HG002	all	geno	0.5
DEL	[50,100]	1072	1343	2439	2367	0.6449	0.6883	0.6659	giab5	delly	HG002	all	geno	0.5
INS	(100,200]	1772	98	387	398	0.7979	0.1834	0.2982	giab5	delly	HG002	all	geno	0.5
INS	(1e+03,2.5e+03]	940	5	6	6	0.5455	0.0063	0.0125	giab5	delly	HG002	all	geno	0.5
INS	(2.5e+03,5e+03]	345	1	0	0	0	0	NA	giab5	delly	HG002	all	geno	0.5
INS	(200,300]	899	17	158	158	0.9029	0.1495	0.2565	giab5	delly	HG002	all	geno	0.5
INS	(300,400]	1095	16	486	492	0.9681	0.31	0.4696	giab5	delly	HG002	all	geno	0.5
INS	(400,600]	738	15	13	16	0.4643	0.0212	0.0405	giab5	delly	HG002	all	geno	0.5
INS	(5e+03,Inf]	236	1	0	0	0	0	NA	giab5	delly	HG002	all	geno	0.5
INS	(600,800]	535	4	6	8	0.6	0.0147	0.0287	giab5	delly	HG002	all	geno	0.5
INS	(800,1e+03]	347	5	2	0	0.2857	0	0	giab5	delly	HG002	all	geno	0.5
INS	[50,100]	2173	315	904	891	0.7416	0.2908	0.4178	giab5	delly	HG002	all	geno	0.5
DEL	(100,200]	151	136	478	473	0.7785	0.758	0.7681	giab5	delly	HG002	nonrep	call	0.5
DEL	(1e+03,2.5e+03]	84	4	172	172	0.9773	0.6719	0.7963	giab5	delly	HG002	nonrep	call	0.5
DEL	(2.5e+03,5e+03]	46	4	92	93	0.9583	0.6691	0.788	giab5	delly	HG002	nonrep	call	0.5
DEL	(200,300]	74	34	182	184	0.8426	0.7132	0.7725	giab5	delly	HG002	nonrep	call	0.5
DEL	(300,400]	50	32	878	877	0.9648	0.9461	0.9554	giab5	delly	HG002	nonrep	call	0.5
DEL	(400,600]	32	13	80	76	0.8602	0.7037	0.7741	giab5	delly	HG002	nonrep	call	0.5
DEL	(5e+03,Inf]	43	6	107	107	0.9469	0.7133	0.8137	giab5	delly	HG002	nonrep	call	0.5
DEL	(600,800]	27	5	54	55	0.9153	0.6707	0.7741	giab5	delly	HG002	nonrep	call	0.5
DEL	(800,1e+03]	15	4	50	50	0.9259	0.7692	0.8403	giab5	delly	HG002	nonrep	call	0.5
DEL	[50,100]	221	369	1172	1184	0.7605	0.8427	0.7995	giab5	delly	HG002	nonrep	call	0.5
INS	(100,200]	596	4	277	278	0.9858	0.3181	0.481	giab5	delly	HG002	nonrep	call	0.5
INS	(1e+03,2.5e+03]	419	0	4	4	1	0.0095	0.0188	giab5	delly	HG002	nonrep	call	0.5
INS	(2.5e+03,5e+03]	192	0	0	0	NA	0	NA	giab5	delly	HG002	nonrep	call	0.5
INS	(200,300]	303	1	122	116	0.9919	0.2768	0.4328	giab5	delly	HG002	nonrep	call	0.5
INS	(300,400]	675	0	457	464	1	0.4074	0.5789	giab5	delly	HG002	nonrep	call	0.5
INS	(400,600]	277	0	7	6	1	0.0212	0.0415	giab5	delly	HG002	nonrep	call	0.5
INS	(5e+03,Inf]	127	0	1	1	1	0.0078	0.0155	giab5	delly	HG002	nonrep	call	0.5
INS	(600,800]	227	0	4	4	1	0.0173	0.034	giab5	delly	HG002	nonrep	call	0.5
INS	(800,1e+03]	123	0	1	1	1	0.0081	0.0161	giab5	delly	HG002	nonrep	call	0.5
INS	[50,100]	792	47	666	668	0.9341	0.4575	0.6142	giab5	delly	HG002	nonrep	call	0.5
DEL	(100,200]	173	160	453	449	0.739	0.7219	0.7303	giab5	delly	HG002	nonrep	geno	0.5
DEL	(1e+03,2.5e+03]	87	7	169	169	0.9602	0.6602	0.7824	giab5	delly	HG002	nonrep	geno	0.5
DEL	(2.5e+03,5e+03]	47	4	92	92	0.9583	0.6619	0.783	giab5	delly	HG002	nonrep	geno	0.5
DEL	(200,300]	79	39	178	179	0.8203	0.6938	0.7518	giab5	delly	HG002	nonrep	geno	0.5
DEL	(300,400]	51	33	877	876	0.9637	0.945	0.9543	giab5	delly	HG002	nonrep	geno	0.5
DEL	(400,600]	34	16	77	74	0.828	0.6852	0.7499	giab5	delly	HG002	nonrep	geno	0.5
DEL	(5e+03,Inf]	43	6	107	107	0.9469	0.7133	0.8137	giab5	delly	HG002	nonrep	geno	0.5
DEL	(600,800]	29	7	52	53	0.8814	0.6463	0.7458	giab5	delly	HG002	nonrep	geno	0.5
DEL	(800,1e+03]	15	4	50	50	0.9259	0.7692	0.8403	giab5	delly	HG002	nonrep	geno	0.5
DEL	[50,100]	333	482	1058	1070	0.687	0.7627	0.7229	giab5	delly	HG002	nonrep	geno	0.5
INS	(100,200]	622	29	251	253	0.8964	0.2891	0.4372	giab5	delly	HG002	nonrep	geno	0.5
INS	(1e+03,2.5e+03]	419	1	3	3	0.75	0.0071	0.0141	giab5	delly	HG002	nonrep	geno	0.5
INS	(2.5e+03,5e+03]	192	0	0	0	NA	0	NA	giab5	delly	HG002	nonrep	geno	0.5
INS	(200,300]	307	5	119	112	0.9597	0.2673	0.4181	giab5	delly	HG002	nonrep	geno	0.5
INS	(300,400]	680	5	452	459	0.9891	0.403	0.5727	giab5	delly	HG002	nonrep	geno	0.5
INS	(400,600]	279	3	4	4	0.5714	0.0141	0.0275	giab5	delly	HG002	nonrep	geno	0.5
INS	(5e+03,Inf]	128	1	0	0	0	0	NA	giab5	delly	HG002	nonrep	geno	0.5
INS	(600,800]	229	2	2	2	0.5	0.0087	0.0171	giab5	delly	HG002	nonrep	geno	0.5
INS	(800,1e+03]	124	1	0	0	0	0	NA	giab5	delly	HG002	nonrep	geno	0.5
INS	[50,100]	875	131	582	584	0.8163	0.4003	0.5372	giab5	delly	HG002	nonrep	geno	0.5
DEL	(100,200]	390	252	1196	1208	0.826	0.7559	0.7894	giab5	paragraph	HG002	all	call	0.5
DEL	(1e+03,2.5e+03]	131	32	308	321	0.9059	0.7102	0.7962	giab5	paragraph	HG002	all	call	0.5
DEL	(2.5e+03,5e+03]	37	15	175	178	0.9211	0.8279	0.872	giab5	paragraph	HG002	all	call	0.5
DEL	(200,300]	153	50	382	393	0.8843	0.7198	0.7936	giab5	paragraph	HG002	all	call	0.5
DEL	(300,400]	109	66	1070	1078	0.9419	0.9082	0.9247	giab5	paragraph	HG002	all	call	0.5
DEL	(400,600]	71	44	187	190	0.8095	0.728	0.7666	giab5	paragraph	HG002	all	call	0.5
DEL	(5e+03,Inf]	52	21	209	207	0.9087	0.7992	0.8504	giab5	paragraph	HG002	all	call	0.5
DEL	(600,800]	51	21	117	120	0.8478	0.7018	0.7679	giab5	paragraph	HG002	all	call	0.5
DEL	(800,1e+03]	33	13	94	101	0.8785	0.7537	0.8113	giab5	paragraph	HG002	all	call	0.5
DEL	[50,100]	431	622	3026	3012	0.8295	0.8748	0.8515	giab5	paragraph	HG002	all	call	0.5
INS	(100,200]	264	372	1908	1897	0.8368	0.8778	0.8568	giab5	paragraph	HG002	all	call	0.5
INS	(1e+03,2.5e+03]	245	46	678	715	0.9365	0.7448	0.8297	giab5	paragraph	HG002	all	call	0.5
INS	(2.5e+03,5e+03]	79	20	260	271	0.9286	0.7743	0.8445	giab5	paragraph	HG002	all	call	0.5
INS	(200,300]	212	72	844	845	0.9214	0.7994	0.8561	giab5	paragraph	HG002	all	call	0.5
INS	(300,400]	263	57	1330	1329	0.9589	0.8348	0.8926	giab5	paragraph	HG002	all	call	0.5
INS	(400,600]	131	45	598	624	0.93	0.8265	0.8752	giab5	paragraph	HG002	all	call	0.5
INS	(5e+03,Inf]	55	7	180	183	0.9626	0.7689	0.8549	giab5	paragraph	HG002	all	call	0.5
INS	(600,800]	99	35	445	447	0.9271	0.8187	0.8695	giab5	paragraph	HG002	all	call	0.5
INS	(800,1e+03]	77	16	264	281	0.9429	0.7849	0.8567	giab5	paragraph	HG002	all	call	0.5
INS	[50,100]	243	564	2902	2839	0.8373	0.9212	0.8772	giab5	paragraph	HG002	all	call	0.5
DEL	(100,200]	538	434	1030	1046	0.7036	0.6604	0.6813	giab5	paragraph	HG002	all	geno	0.5
DEL	(1e+03,2.5e+03]	153	49	288	298	0.8546	0.6608	0.7453	giab5	paragraph	HG002	all	geno	0.5
DEL	(2.5e+03,5e+03]	47	23	169	169	0.8802	0.7824	0.8284	giab5	paragraph	HG002	all	geno	0.5
DEL	(200,300]	201	85	346	354	0.8028	0.6378	0.7109	giab5	paragraph	HG002	all	geno	0.5
DEL	(300,400]	158	117	1022	1028	0.8973	0.8668	0.8818	giab5	paragraph	HG002	all	geno	0.5
DEL	(400,600]	91	62	169	170	0.7316	0.6513	0.6891	giab5	paragraph	HG002	all	geno	0.5
DEL	(5e+03,Inf]	68	36	192	189	0.8421	0.7354	0.7851	giab5	paragraph	HG002	all	geno	0.5
DEL	(600,800]	63	28	110	108	0.7971	0.6316	0.7048	giab5	paragraph	HG002	all	geno	0.5
DEL	(800,1e+03]	47	24	83	87	0.7757	0.6493	0.7069	giab5	paragraph	HG002	all	geno	0.5
DEL	[50,100]	900	1126	2529	2539	0.6919	0.7383	0.7143	giab5	paragraph	HG002	all	geno	0.5
INS	(100,200]	726	837	1450	1444	0.634	0.6654	0.6493	giab5	paragraph	HG002	all	geno	0.5
INS	(1e+03,2.5e+03]	399	188	536	547	0.7403	0.5782	0.6493	giab5	paragraph	HG002	all	geno	0.5
INS	(2.5e+03,5e+03]	136	74	207	209	0.7367	0.6058	0.6649	giab5	paragraph	HG002	all	geno	0.5
INS	(200,300]	388	257	663	669	0.7207	0.6329	0.674	giab5	paragraph	HG002	all	geno	0.5
INS	(300,400]	410	213	1175	1177	0.8465	0.7417	0.7906	giab5	paragraph	HG002	all	geno	0.5
INS	(400,600]	296	197	444	458	0.6927	0.6074	0.6473	giab5	paragraph	HG002	all	geno	0.5
INS	(5e+03,Inf]	95	46	141	141	0.754	0.5975	0.6667	giab5	paragraph	HG002	all	geno	0.5
INS	(600,800]	204	145	336	339	0.6985	0.6243	0.6593	giab5	paragraph	HG002	all	geno	0.5
INS	(800,1e+03]	140	70	207	207	0.7473	0.5965	0.6634	giab5	paragraph	HG002	all	geno	0.5
INS	[50,100]	815	1178	2284	2249	0.6597	0.734	0.6949	giab5	paragraph	HG002	all	geno	0.5
DEL	(100,200]	120	85	511	504	0.8574	0.8077	0.8318	giab5	paragraph	HG002	nonrep	call	0.5
DEL	(1e+03,2.5e+03]	55	6	201	201	0.971	0.7852	0.8683	giab5	paragraph	HG002	nonrep	call	0.5
DEL	(2.5e+03,5e+03]	21	4	118	118	0.9672	0.8489	0.9042	giab5	paragraph	HG002	nonrep	call	0.5
DEL	(200,300]	53	19	206	205	0.9156	0.7946	0.8508	giab5	paragraph	HG002	nonrep	call	0.5
DEL	(300,400]	34	22	892	893	0.9759	0.9633	0.9696	giab5	paragraph	HG002	nonrep	call	0.5
DEL	(400,600]	16	11	93	92	0.8942	0.8519	0.8725	giab5	paragraph	HG002	nonrep	call	0.5
DEL	(5e+03,Inf]	22	6	128	128	0.9552	0.8533	0.9014	giab5	paragraph	HG002	nonrep	call	0.5
DEL	(600,800]	15	3	66	67	0.9565	0.8171	0.8813	giab5	paragraph	HG002	nonrep	call	0.5
DEL	(800,1e+03]	12	4	54	53	0.931	0.8154	0.8694	giab5	paragraph	HG002	nonrep	call	0.5
DEL	[50,100]	163	222	1246	1242	0.8488	0.884	0.866	giab5	paragraph	HG002	nonrep	call	0.5
INS	(100,200]	97	71	778	777	0.9164	0.889	0.9025	giab5	paragraph	HG002	nonrep	call	0.5
INS	(1e+03,2.5e+03]	88	6	333	335	0.9823	0.792	0.8769	giab5	paragraph	HG002	nonrep	call	0.5
INS	(2.5e+03,5e+03]	37	2	154	155	0.9872	0.8073	0.8882	giab5	paragraph	HG002	nonrep	call	0.5
INS	(200,300]	74	9	348	345	0.9748	0.8234	0.8927	giab5	paragraph	HG002	nonrep	call	0.5
INS	(300,400]	181	13	959	958	0.9866	0.8411	0.9081	giab5	paragraph	HG002	nonrep	call	0.5
INS	(400,600]	29	6	252	254	0.9767	0.8975	0.9354	giab5	paragraph	HG002	nonrep	call	0.5
INS	(5e+03,Inf]	26	2	102	102	0.9808	0.7969	0.8793	giab5	paragraph	HG002	nonrep	call	0.5
INS	(600,800]	26	6	206	205	0.9717	0.8874	0.9276	giab5	paragraph	HG002	nonrep	call	0.5
INS	(800,1e+03]	16	3	109	108	0.9732	0.871	0.9193	giab5	paragraph	HG002	nonrep	call	0.5
INS	[50,100]	75	154	1384	1385	0.8999	0.9486	0.9236	giab5	paragraph	HG002	nonrep	call	0.5
DEL	(100,200]	156	126	469	466	0.7882	0.7492	0.7682	giab5	paragraph	HG002	nonrep	geno	0.5
DEL	(1e+03,2.5e+03]	63	14	193	193	0.9324	0.7539	0.8337	giab5	paragraph	HG002	nonrep	geno	0.5
DEL	(2.5e+03,5e+03]	23	6	116	116	0.9508	0.8345	0.8889	giab5	paragraph	HG002	nonrep	geno	0.5
DEL	(200,300]	58	24	201	200	0.8933	0.7752	0.8301	giab5	paragraph	HG002	nonrep	geno	0.5
DEL	(300,400]	58	46	868	869	0.9497	0.9374	0.9435	giab5	paragraph	HG002	nonrep	geno	0.5
DEL	(400,600]	22	16	88	86	0.8462	0.7963	0.8205	giab5	paragraph	HG002	nonrep	geno	0.5
DEL	(5e+03,Inf]	25	9	125	125	0.9328	0.8333	0.8802	giab5	paragraph	HG002	nonrep	geno	0.5
DEL	(600,800]	16	4	65	66	0.942	0.8049	0.8681	giab5	paragraph	HG002	nonrep	geno	0.5
DEL	(800,1e+03]	13	6	52	52	0.8966	0.8	0.8455	giab5	paragraph	HG002	nonrep	geno	0.5
DEL	[50,100]	269	330	1134	1134	0.7746	0.8083	0.7911	giab5	paragraph	HG002	nonrep	geno	0.5
INS	(100,200]	227	204	646	648	0.76	0.7406	0.7502	giab5	paragraph	HG002	nonrep	geno	0.5
INS	(1e+03,2.5e+03]	129	47	292	293	0.8614	0.6943	0.7689	giab5	paragraph	HG002	nonrep	geno	0.5
INS	(2.5e+03,5e+03]	60	24	132	132	0.8462	0.6875	0.7586	giab5	paragraph	HG002	nonrep	geno	0.5
INS	(200,300]	118	54	304	301	0.8492	0.7184	0.7783	giab5	paragraph	HG002	nonrep	geno	0.5
INS	(300,400]	239	71	901	900	0.927	0.7902	0.8532	giab5	paragraph	HG002	nonrep	geno	0.5
INS	(400,600]	67	43	213	216	0.832	0.7633	0.7962	giab5	paragraph	HG002	nonrep	geno	0.5
INS	(5e+03,Inf]	34	10	94	94	0.9038	0.7344	0.8103	giab5	paragraph	HG002	nonrep	geno	0.5
INS	(600,800]	62	43	170	169	0.7981	0.7316	0.7634	giab5	paragraph	HG002	nonrep	geno	0.5
INS	(800,1e+03]	35	22	90	89	0.8036	0.7177	0.7582	giab5	paragraph	HG002	nonrep	geno	0.5
